ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
660962050,Photo,Band-backed Wren,Campylorhynchus zonatus,,,John Martínez D,2026-02-08,2026,2,8,715,Colombia,CO-CAL,Caldas,,Casanguillas Creek (Dept. Caldas),5.3272333,-74.8456833,"",,Unspecified,false,false,,,,,,,S298886687,"",,,,,Campylorhynchus zonatus,babwre1,Species,27383,,.00,0,,1392,2080
660962007,Photo,Wood Stork,Mycteria americana,,,John Martínez D,2024-12-13,2024,12,13,1008,Colombia,CO-CAL,Caldas,,"La Dorada, Caldas, CO (5.488, -74.673)",5.4876688,-74.6728381,"",,Unspecified,false,false,,,,,,,S205273404,"",,,,,Mycteria americana,woosto,Species,7306,,.00,0,,1984,2976
660962002,Photo,Wood Stork,Mycteria americana,,,John Martínez D,2024-12-13,2024,12,13,1008,Colombia,CO-CAL,Caldas,,"La Dorada, Caldas, CO (5.488, -74.673)",5.4876688,-74.6728381,"",,Unspecified,false,false,,,,,,,S205273404,"",,,,,Mycteria americana,woosto,Species,7306,,.00,0,,1984,2976
660959003,Photo,Flame-rumped Tanager,Ramphocelus flammigerus,,,Dorian Anderson,2026-03-24,2026,3,24,1510,Colombia,CO-CAL,Caldas,,"Reserva Don Miguel, Villamaría",4.9985250,-75.5410080,Adult Female – 1,,Unspecified,false,false,,,,,,,S312855537,"",,,,,Ramphocelus flammigerus,flrtan1,Species,34796,,5.00,11,,4616,6921
660955255,Photo,Rainbow-bearded Thornbill,Chalcostigma herrani,,,Mario A Gutierrez,2026-02-02,2026,2,2,1000,Colombia,CO-CAL,Caldas,,Hotel Termales del Ruíz,4.9700471,-75.3780127,"",,Unspecified,false,false,,,,,,,S368930009,"",,,,,Chalcostigma herrani,rabtho1,Species,4530,,.00,0,,2048,2048
660955254,Photo,Rainbow-bearded Thornbill,Chalcostigma herrani,,,Mario A Gutierrez,2026-02-02,2026,2,2,1000,Colombia,CO-CAL,Caldas,,Hotel Termales del Ruíz,4.9700471,-75.3780127,"",,Unspecified,false,false,,,,,,,S368930009,"",,,,,Chalcostigma herrani,rabtho1,Species,4530,,.00,0,,2048,2048
660954547,Photo,Yellow-faced Grassquit,Tiaris olivaceus,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Tiaris olivaceus,yefgra1,Species,35692,,.00,0,,1080,1440
660954533,Photo,Ruddy-breasted Seedeater,Sporophila minuta,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Sporophila minuta,rubsee1,Species,35531,,.00,0,,1080,1440
660954501,Photo,Red-breasted Meadowlark,Leistes militaris,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Leistes militaris,rebbla1,Species,33594,,.00,0,,1080,1440
660954459,Photo,Lesser Goldfinch,Spinus psaltria,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Spinus psaltria,lesgol,Species,32609,,.00,0,,1080,1440
660954458,Photo,Lesser Goldfinch,Spinus psaltria,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Spinus psaltria,lesgol,Species,32609,,.00,0,,1080,1440
660954450,Photo,Southern House Wren,Troglodytes musculus,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Troglodytes musculus,houwre4,Species,27209,,.00,0,,1080,1440
660954442,Photo,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Stelgidopteryx ruficollis,srwswa1,Species,24116,,.00,0,,1080,1440
660954433,Photo,Vermilion Flycatcher,Pyrocephalus rubinus,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Pyrocephalus rubinus,verfly,Species,17029,,.00,0,,1080,1440
660954432,Photo,Vermilion Flycatcher,Pyrocephalus rubinus,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Pyrocephalus rubinus,verfly,Species,17029,,.00,0,,1080,1440
660954428,Photo,Black Phoebe,Sayornis nigricans,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Sayornis nigricans,blkpho,Species,16998,,.00,0,,1080,1440
660954423,Photo,Yellow-bellied Elaenia,Elaenia flavogaster,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Elaenia flavogaster,yebela1,Species,16698,,.00,0,,1080,1440
660954422,Photo,Yellow-bellied Elaenia,Elaenia flavogaster,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Elaenia flavogaster,yebela1,Species,16698,,.00,0,,1080,1440
660954418,Photo,Pale-breasted Spinetail,Synallaxis albescens,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Synallaxis albescens,pabspi1,Species,15617,,.00,0,,1080,1440
660954372,Photo,Red-faced Spinetail,Cranioleuca erythrops,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Cranioleuca erythrops,refspi1,Species,15514,,.00,0,,913,1303
660954225,Photo,Spectacled Parrotlet,Forpus conspicillatus,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Forpus conspicillatus,spepar1,Species,12996,,.00,0,,1080,1440
660954226,Photo,Spectacled Parrotlet,Forpus conspicillatus,,,Steven Giraldo Rendon,2026-07-06,2026,7,6,843,Colombia,CO-CAL,Caldas,,Vía arme - pesca molleja,5.0033540,-75.6138020,"",,Unspecified,false,false,,,,,,,S368527545,"",,,,,Forpus conspicillatus,spepar1,Species,12996,,.00,0,,1080,1440
660940037,Photo,Rainbow-bearded Thornbill,Chalcostigma herrani,,,Scott Coupland,2025-11-30,2025,11,30,1134,Colombia,CO-CAL,Caldas,,Carretera Los Nevados - Hotel Termales del Ruiz,4.9629873,-75.3652921,"",,Unspecified,false,false,,,,,,,S286884127,"",,,,,Chalcostigma herrani,rabtho1,Species,4530,,.00,0,,2731,4096
660939517,Photo,Blue Dacnis,Dacnis cayana,,,Laurenske Sierkstra,2026-07-04,2026,7,4,1605,Colombia,CO-CAL,Caldas,,La Gran Parada Multiservicios,5.4422999,-75.5851950,"",,Unspecified,false,false,,,,,,,S368758791,"",,,,,Dacnis cayana,bludac1,Species,35152,,.00,0,,720,1088
660939518,Photo,Blue Dacnis,Dacnis cayana,,,Laurenske Sierkstra,2026-07-04,2026,7,4,1605,Colombia,CO-CAL,Caldas,,La Gran Parada Multiservicios,5.4422999,-75.5851950,"",,Unspecified,false,false,,,,,,,S368758791,"",,,,,Dacnis cayana,bludac1,Species,35152,,.00,0,,720,1088
660939520,Photo,Blue Dacnis,Dacnis cayana,,,Laurenske Sierkstra,2026-07-04,2026,7,4,1605,Colombia,CO-CAL,Caldas,,La Gran Parada Multiservicios,5.4422999,-75.5851950,"",,Unspecified,false,false,,,,,,,S368758791,"",,,,,Dacnis cayana,bludac1,Species,35152,,.00,0,,720,1088
660939521,Photo,Blue Dacnis,Dacnis cayana,,,Laurenske Sierkstra,2026-07-04,2026,7,4,1605,Colombia,CO-CAL,Caldas,,La Gran Parada Multiservicios,5.4422999,-75.5851950,"",,Unspecified,false,false,,,,,,,S368758791,"",,,,,Dacnis cayana,bludac1,Species,35152,,.00,0,,960,1440
660939519,Photo,Blue Dacnis,Dacnis cayana,,,Laurenske Sierkstra,2026-07-04,2026,7,4,1605,Colombia,CO-CAL,Caldas,,La Gran Parada Multiservicios,5.4422999,-75.5851950,"",,Unspecified,false,false,,,,,,,S368758791,"",,,,,Dacnis cayana,bludac1,Species,35152,,.00,0,,720,1088
660939474,Photo,Black Phoebe,Sayornis nigricans,,,Laurenske Sierkstra,2026-07-04,2026,7,4,1605,Colombia,CO-CAL,Caldas,,La Gran Parada Multiservicios,5.4422999,-75.5851950,"",,Unspecified,false,false,,,,,,,S368758791,"",,,,,Sayornis nigricans,blkpho,Species,16998,,.00,0,,720,1088
660939475,Photo,Black Phoebe,Sayornis nigricans,,,Laurenske Sierkstra,2026-07-04,2026,7,4,1605,Colombia,CO-CAL,Caldas,,La Gran Parada Multiservicios,5.4422999,-75.5851950,"",,Unspecified,false,false,,,,,,,S368758791,"",,,,,Sayornis nigricans,blkpho,Species,16998,,.00,0,,480,720
660939408,Photo,Rainbow-bearded Thornbill,Chalcostigma herrani,,,Scott Coupland,2025-11-30,2025,11,30,1134,Colombia,CO-CAL,Caldas,,Carretera Los Nevados - Hotel Termales del Ruiz,4.9629873,-75.3652921,"",,Unspecified,false,false,,,,,,,S286884127,"",,,,,Chalcostigma herrani,rabtho1,Species,4530,,.00,0,,2731,4096
660939341,Photo,Scarlet-bellied Mountain Tanager,Anisognathus igniventris,,,Scott Coupland,2025-11-30,2025,11,30,1134,Colombia,CO-CAL,Caldas,,Carretera Los Nevados - Hotel Termales del Ruiz,4.9629873,-75.3652921,"",,Unspecified,false,false,,,,,,,S286884127,"",,,,,Anisognathus igniventris,sbmtan1,Species,34883,,.00,0,,2772,4096
660939322,Photo,Hooded Mountain Tanager,Buthraupis montana,,,Scott Coupland,2025-11-30,2025,11,30,1134,Colombia,CO-CAL,Caldas,,Carretera Los Nevados - Hotel Termales del Ruiz,4.9629873,-75.3652921,"",,Unspecified,false,false,,,,,,,S286884127,"",,,,,Buthraupis montana,homtan1,Species,34839,,.00,0,,2731,4096
660939309,Photo,Masked Flowerpiercer,Diglossa cyanea,,,Scott Coupland,2025-11-30,2025,11,30,1134,Colombia,CO-CAL,Caldas,,Carretera Los Nevados - Hotel Termales del Ruiz,4.9629873,-75.3652921,"",,Unspecified,false,false,,,,,,,S286884127,"",,,,,Diglossa cyanea,masflo1,Species,35330,,.00,0,,2731,4096
660937329,Photo,Spectacled Owl,Pulsatrix perspicillata,,,Laurenske Sierkstra,2026-07-05,2026,7,5,2056,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368340435,"",,,,"Seen at nighttime with guide. Bad picture available. ;-)",Pulsatrix perspicillata,speowl1,Species,8897,,.00,0,,1080,1620
660937328,Photo,Spectacled Owl,Pulsatrix perspicillata,,,Laurenske Sierkstra,2026-07-05,2026,7,5,2056,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368340435,"",,,,"Seen at nighttime with guide. Bad picture available. ;-)",Pulsatrix perspicillata,speowl1,Species,8897,,.00,0,,1080,1620
660937285,Photo,Blue-headed Parrot,Pionus menstruus,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Pionus menstruus,blhpar1,Species,12889,,.00,0,,480,720
660937286,Photo,Blue-headed Parrot,Pionus menstruus,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Pionus menstruus,blhpar1,Species,12889,,.00,0,,720,1088
660937209,Photo,Common Squirrel-Cuckoo,Piaya cayana,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Seen,Piaya cayana,squcuc1,Species,3218,,.00,0,,1080,1620
660937211,Photo,Common Squirrel-Cuckoo,Piaya cayana,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Seen,Piaya cayana,squcuc1,Species,3218,,.00,0,,1080,1620
660937210,Photo,Common Squirrel-Cuckoo,Piaya cayana,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Seen,Piaya cayana,squcuc1,Species,3218,,.00,0,,1080,1620
660937208,Photo,Common Squirrel-Cuckoo,Piaya cayana,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Seen,Piaya cayana,squcuc1,Species,3218,,.00,0,,960,1440
660937152,Photo,Tropical Kingbird,Tyrannus melancholicus,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Tyrannus melancholicus,trokin,Species,17452,,.00,0,,1080,1620
660937110,Photo,Black-billed Thrush,Turdus ignobilis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Turdus ignobilis,blbthr1,Species,28702,,.00,0,,960,1440
660937088,Photo,Streaked Saltator,Saltator striatipectus,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Saltator striatipectus,strsal1,Species,35819,,.00,0,,1080,1620
660937060,Photo,Chivi Vireo,Vireo chivi,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Heard and seen,Vireo chivi,chivir1,Species,19273,,.00,0,,1080,1620
660937061,Photo,Chivi Vireo,Vireo chivi,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Heard and seen,Vireo chivi,chivir1,Species,19273,,.00,0,,480,720
660937059,Photo,Chivi Vireo,Vireo chivi,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Heard and seen,Vireo chivi,chivir1,Species,19273,,.00,0,,960,1440
660937062,Photo,Chivi Vireo,Vireo chivi,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Heard and seen,Vireo chivi,chivir1,Species,19273,,.00,0,,720,1088
660936960,Photo,Tropical Parula,Setophaga pitiayumi,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Setophaga pitiayumi,tropar,Species,34066,,.00,0,,480,720
660936958,Photo,Tropical Parula,Setophaga pitiayumi,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Setophaga pitiayumi,tropar,Species,34066,,.00,0,,480,720
660936959,Photo,Tropical Parula,Setophaga pitiayumi,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Setophaga pitiayumi,tropar,Species,34066,,.00,0,,720,1088
660936884,Photo,Rusty-margined Flycatcher,Myiozetetes cayanensis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Myiozetetes cayanensis,rumfly1,Species,17387,,.00,0,,960,1440
660936852,Photo,Western Cattle-Egret,Ardea ibis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Ardea ibis,categr1,Species,7724,,.00,0,,960,1440
660936824,Photo,Yellow Oriole,Icterus nigrogularis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Icterus nigrogularis,yelori1,Species,33745,,.00,0,,480,720
660936791,Photo,Saffron Finch,Sicalis flaveola,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Sicalis flaveola,saffin,Species,35477,,.00,0,,480,720
660936721,Photo,Bare-faced Ibis,Phimosus infuscatus,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Phimosus infuscatus,bafibi1,Species,7478,,.00,0,,1080,1620
660936720,Photo,Bare-faced Ibis,Phimosus infuscatus,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Phimosus infuscatus,bafibi1,Species,7478,,.00,0,,960,1440
660936692,Photo,Red-crowned Woodpecker,Melanerpes rubricapillus,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Melanerpes rubricapillus,recwoo1,Species,11171,,.00,0,,1080,1620
660936691,Photo,Red-crowned Woodpecker,Melanerpes rubricapillus,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Melanerpes rubricapillus,recwoo1,Species,11171,,.00,0,,960,1440
660936622,Photo,Clay-colored Thrush,Turdus grayi,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Turdus grayi,clcrob,Species,28767,,.00,0,,960,1440
660936621,Photo,Clay-colored Thrush,Turdus grayi,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Turdus grayi,clcrob,Species,28767,,.00,0,,1080,1620
660936600,Photo,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Stelgidopteryx ruficollis,srwswa1,Species,24116,,.00,0,,960,1440
660936601,Photo,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Stelgidopteryx ruficollis,srwswa1,Species,24116,,.00,0,,480,720
660936540,Photo,Andean Motmot,Momotus aequatorialis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Momotus aequatorialis,higmot1,Species,9880,,.00,0,,1080,1620
660936541,Photo,Andean Motmot,Momotus aequatorialis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Momotus aequatorialis,higmot1,Species,9880,,.00,0,,1080,1620
660936493,Photo,Yellow-bellied Seedeater,Sporophila nigricollis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Male & female,Sporophila nigricollis,yebsee1,Species,35583,,.00,0,,720,1088
660936494,Photo,Yellow-bellied Seedeater,Sporophila nigricollis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Male & female,Sporophila nigricollis,yebsee1,Species,35583,,.00,0,,720,1088
660936492,Photo,Yellow-bellied Seedeater,Sporophila nigricollis,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,Male & female,Sporophila nigricollis,yebsee1,Species,35583,,.00,0,,720,1088
660936484,Photo,Black-bellied Wren,Pheugopedius fasciatoventris,,,John Martínez D,2026-07-05,2026,7,5,656,Colombia,CO-CAL,Caldas,,"Correg. Berlín-Correg. San Diego, Caldas,",5.6128767,-74.9507803,"",,Unspecified,false,false,,,,,,,S368751553,"",,,,,Pheugopedius fasciatoventris,blbwre1,Species,27444,,.00,0,,1168,2080
660936406,Photo,Orange-chinned Parakeet,Brotogeris jugularis,,,John Martínez D,2026-07-05,2026,7,5,656,Colombia,CO-CAL,Caldas,,"Correg. Berlín-Correg. San Diego, Caldas,",5.6128767,-74.9507803,"",,Unspecified,false,false,,,,,,,S368751553,"",,,,,Brotogeris jugularis,orcpar,Species,12836,,.00,0,,1080,1620
660936308,Photo,Smooth-billed Ani,Crotophaga ani,,,Laurenske Sierkstra,2026-07-05,2026,7,5,1353,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S368269690,"",,,,,Crotophaga ani,smbani,Species,3026,,.00,0,,720,1088
660936276,Photo,Silvery-brown Tamarin,Saguinus leucopus,,"",John Martínez D,,,,,,Colombia,CO-CAL,Caldas,,,,,"","",Unspecified,"","",,,,,,,,"",,,,,Saguinus leucopus,t-11056703,Species,101466,,.00,0,"",1080,1620
660933079,Photo,Animals,Animalia,,,Laurenske Sierkstra,2026-07-05,2026,7,5,903,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"","",Unspecified,"","",,,,,,,S368183521,"",,,,,Animalia,t-10519397,Kingdom,10000000,,.00,0,"",1080,1620
660933080,Photo,Animals,Animalia,,,Laurenske Sierkstra,2026-07-05,2026,7,5,903,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"","",Unspecified,"","",,,,,,,S368183521,"",,,,,Animalia,t-10519397,Kingdom,10000000,,.00,0,"",960,1440
